member_id,loan_amnt,funded_amnt,term,int_rate,installment,grade,home_ownership,annual_inc,dti,fico_range_low,fico_range_high,loan_status
1300000,12000,12000, 36 months,12.42%,400.99,B,MORTGAGE,35000,18.51,685,689,Fully Paid
1299989,23200,23200, 36 months,7.90%,725.94,A,MORTGAGE,65000,27.99,740,744,Fully Paid
1299228,18000,18000, 60 months,15.27%,430.78,C,MORTGAGE,84000,11.41,710,714,Current
1294318,4800,4800, 36 months,15.27%,167.03,C,MORTGAGE,75000,9.3,665,669,Fully Paid
1299977,7300,7300, 36 months,11.71%,241.46,B,RENT,35000,16.42,695,699,Fully Paid
1300151,10400,10400, 36 months,9.91%,335.14,B,RENT,40000,11.67,730,734,Fully Paid
1280767,6600,6600, 36 months,9.91%,212.69,B,MORTGAGE,100000,15.53,710,714,Fully Paid
1300149,12000,12000, 36 months,8.90%,381.04,A,OWN,40000,9.45,715,719,Fully Paid
1300128,13250,13250, 36 months,17.27%,474.19,D,RENT,52000,23.7,670,674,Fully Paid
1293926,12000,12000, 36 months,11.71%,396.92,B,RENT,92500,15.97,705,709,Fully Paid
1299871,25000,25000, 36 months,9.91%,805.63,B,RENT,61000,10.35,740,744,Fully Paid
1295634,6000,6000, 36 months,10.65%,195.44,B,RENT,36000,14.43,705,709,Fully Paid
1299858,12000,12000, 36 months,7.51%,373.33,A,MORTGAGE,68000,7.08,745,749,Fully Paid
1293268,14400,14400, 36 months,11.71%,476.3,B,RENT,80000,16.35,705,709,Fully Paid
1299839,10000,10000, 36 months,12.42%,334.16,B,RENT,43000,11.58,680,684,Fully Paid
1299834,8000,8000, 36 months,11.71%,264.61,B,RENT,150000,2.48,700,704,Fully Paid
1298879,8000,8000, 36 months,16.29%,282.41,D,RENT,50000,13.22,665,669,Charged Off
1288555,30000,30000, 60 months,12.42%,673.72,B,RENT,70000,0.94,755,759,Charged Off
1299629,18000,18000, 60 months,16.77%,445.13,D,OWN,40000,18.42,700,704,Charged Off
1299812,13250,13250, 36 months,11.71%,438.26,B,OWN,35000,22.35,705,709,Fully Paid
1299792,14000,14000, 36 months,14.27%,480.33,C,RENT,80000,16.21,685,689,Fully Paid
1293410,20000,20000, 60 months,20.30%,533.23,E,OWN,59000,20.91,665,669,Charged Off
1299597,10000,10000, 36 months,16.29%,353.01,D,RENT,40000,24.39,680,684,Fully Paid
1293700,35000,23250, 60 months,20.30%,619.88,E,RENT,85000,20.16,685,689,Fully Paid
1299772,4000,4000, 36 months,6.03%,121.75,A,RENT,55000,7.05,755,759,Fully Paid
1299774,13000,13000, 36 months,9.91%,418.93,B,RENT,110000,8.38,710,714,Fully Paid
1299593,28000,28000, 36 months,12.69%,939.26,B,RENT,100000,12.35,720,724,Fully Paid
1299768,10000,10000, 36 months,13.49%,339.31,C,RENT,62000,11.52,670,674,Fully Paid
1299549,20000,20000, 36 months,7.90%,625.81,A,RENT,45000,9.25,745,749,Fully Paid
1299579,18000,18000, 36 months,9.91%,580.05,B,RENT,110000,10,730,734,Fully Paid
1299576,9000,9000, 60 months,19.91%,238,E,RENT,60000,22.56,680,684,Charged Off
1299755,25000,25000, 60 months,18.64%,643.58,E,RENT,61500,12.6,685,689,Charged Off
1299526,10000,10000, 36 months,11.71%,330.76,B,RENT,33000,8.69,695,699,Fully Paid
1291082,4200,4200, 36 months,6.03%,127.83,A,RENT,61000,8.92,765,769,Fully Paid
1296692,20000,20000, 60 months,15.27%,478.64,C,OWN,78216,10.79,715,719,Charged Off
1294261,18000,18000, 60 months,17.27%,449.97,D,MORTGAGE,62000,7.82,705,709,Charged Off
1299469,24000,24000, 36 months,16.29%,847.21,D,RENT,50964,8.83,680,684,Fully Paid
1299463,4475,4475, 36 months,15.27%,155.72,C,RENT,43680,18.79,665,669,Fully Paid
1299434,20000,20000, 60 months,14.65%,472.14,C,MORTGAGE,56000,12.15,725,729,Current
1299450,12000,12000, 36 months,12.42%,400.99,B,RENT,50700,22.49,680,684,Fully Paid
1290516,18000,18000, 60 months,17.58%,452.98,D,MORTGAGE,60000,21.96,690,694,Fully Paid
1299443,5000,5000, 36 months,12.42%,167.08,B,RENT,30000,23.84,695,699,Charged Off
1107021,3000,3000, 36 months,6.03%,91.31,A,RENT,50000,5.5,750,754,Fully Paid
1299224,25000,25000, 60 months,19.03%,648.93,E,RENT,75000,19.63,695,699,Fully Paid
1299408,18000,18000, 60 months,19.03%,467.23,E,RENT,90000,11.32,675,679,Current
1299388,12000,12000, 36 months,9.91%,386.7,B,RENT,55000,13,705,709,Charged Off
1299041,20000,20000, 36 months,15.27%,695.96,C,MORTGAGE,50000,4.34,675,679,Fully Paid
1299382,10000,10000, 36 months,13.49%,339.31,C,RENT,84000,13.87,690,694,Fully Paid
1298955,15000,15000, 36 months,12.42%,501.23,B,OWN,155000,17.85,690,694,Fully Paid
1298728,12000,12000, 36 months,7.90%,375.49,A,MORTGAGE,62000,8.71,725,729,Fully Paid
1200058,20000,13475, 60 months,10.65%,290.64,B,MORTGAGE,175000,5.23,750,754,Current
1299343,6300,6300, 36 months,11.71%,208.38,B,RENT,30000,7.2,695,699,Fully Paid
1291550,20000,20000, 60 months,16.77%,494.59,D,RENT,50000,22.82,700,704,Current
1299187,35000,23150, 60 months,17.27%,578.71,D,MORTGAGE,208000,7.94,725,729,Fully Paid
1279118,8250,8250, 60 months,15.96%,200.45,C,MORTGAGE,35004,15.6,695,699,Fully Paid
1299181,20000,20000, 60 months,12.69%,451.9,B,OWN,85000,10.21,725,729,Current
1299180,10000,10000, 36 months,11.71%,330.76,B,RENT,32000,21.83,695,699,Charged Off
1299335,24000,24000, 36 months,8.90%,762.08,A,MORTGAGE,116400,3.94,765,769,Charged Off
1298920,14400,14400, 36 months,12.69%,483.05,B,MORTGAGE,40000,20.16,695,699,Fully Paid
1299321,6000,6000, 36 months,14.65%,206.97,C,RENT,34000,21.39,670,674,Fully Paid
1298813,22000,22000, 36 months,15.96%,773.03,C,MORTGAGE,73000,22.47,675,679,Fully Paid
1291228,12000,12000, 36 months,11.71%,396.92,B,RENT,57200,16.36,695,699,Charged Off
1262529,16000,16000, 36 months,16.77%,568.62,D,MORTGAGE,114000,17.2,665,669,Fully Paid
1299108,10000,10000, 36 months,10.65%,325.74,B,MORTGAGE,90000,11.16,710,714,Fully Paid
1299015,16000,11625, 60 months,19.03%,301.76,E,MORTGAGE,54000,16.89,670,674,Fully Paid
1299063,10000,10000, 36 months,12.69%,335.45,B,RENT,35000,12.03,695,699,Charged Off
1299065,3500,3500, 36 months,13.49%,118.76,C,RENT,56000,10.35,675,679,Fully Paid
1299060,9600,9600, 36 months,9.91%,309.36,B,RENT,35000,16.49,710,714,Fully Paid
1298873,9875,9875, 36 months,7.90%,309,A,MORTGAGE,40000,24.03,725,729,Fully Paid
1298869,21500,16975, 60 months,17.58%,427.19,D,OWN,59000,22.86,690,694,Fully Paid
1298975,4800,4800, 36 months,7.90%,150.2,A,RENT,48000,13,730,734,Fully Paid
1298993,7800,7800, 36 months,6.03%,237.4,A,OWN,85000,0.78,770,774,Fully Paid
1298984,20000,20000, 36 months,14.27%,686.18,C,MORTGAGE,70000,6.21,705,709,Fully Paid
1294105,9750,9750, 36 months,7.51%,303.34,A,RENT,35000,29.04,735,739,Charged Off
1298830,18000,15050, 60 months,15.96%,365.67,C,MORTGAGE,91000,23.41,710,714,Fully Paid
1298978,5000,5000, 36 months,6.03%,152.18,A,MORTGAGE,30000,16.48,760,764,Fully Paid
1298959,9000,9000, 36 months,14.65%,310.45,C,RENT,45000,17.01,675,679,Fully Paid
1290932,7200,7200, 36 months,7.90%,225.29,A,RENT,55000,11.98,710,714,Fully Paid
1298948,3000,3000, 60 months,19.03%,77.88,E,RENT,53004,10.73,670,674,Current
1298795,25000,25000, 60 months,19.42%,654.31,E,RENT,60000,20.04,685,689,Charged Off
1291917,25000,25000, 36 months,15.27%,869.95,C,OWN,82000,18.5,690,694,Fully Paid
1298775,10000,10000, 36 months,15.96%,351.38,C,RENT,53000,13.09,665,669,Fully Paid
1298762,8875,8875, 36 months,12.69%,297.72,B,MORTGAGE,35360,23.11,695,699,Charged Off
1272939,15550,15550, 36 months,11.71%,514.34,B,RENT,54000,23.36,710,714,Fully Paid
1298709,17000,17000, 60 months,15.27%,406.85,C,RENT,65000,16.84,715,719,Current
1298745,7500,7500, 36 months,12.69%,251.59,B,RENT,65000,4.41,705,709,Fully Paid
1262430,8875,8875, 36 months,8.90%,281.81,A,OWN,28800,24.29,720,724,Fully Paid
1298673,4500,4500, 36 months,17.27%,161.05,D,RENT,42000,4.34,675,679,Fully Paid
1298511,5800,5800, 36 months,12.42%,193.81,B,RENT,36000,21.67,690,694,Fully Paid
1298181,10000,10000, 36 months,11.71%,330.76,B,RENT,40000,22.26,705,709,Fully Paid
1298502,10000,10000, 36 months,9.91%,322.25,B,RENT,50000,19.06,715,719,Fully Paid
1298492,14000,14000, 36 months,11.71%,463.07,B,RENT,52000,12.97,710,714,Fully Paid
1298460,25000,25000, 60 months,19.03%,648.93,E,MORTGAGE,85000,17.15,685,689,Fully Paid
1298456,12000,12000, 36 months,8.90%,381.04,A,RENT,32000,6.75,715,719,Charged Off
1298641,24000,24000, 36 months,7.90%,750.97,A,OWN,75000,10.58,765,769,Fully Paid
1298453,14000,14000, 36 months,14.27%,480.33,C,RENT,80000,3.3,680,684,Fully Paid
1298624,12000,12000, 36 months,8.90%,381.04,A,MORTGAGE,40246,17.08,715,719,Fully Paid
1288419,15000,15000, 60 months,12.69%,338.93,B,OWN,30000,24.76,735,739,Charged Off
1298613,8050,8050, 36 months,12.69%,270.04,B,RENT,36000,14.8,695,699,Charged Off
1298440,5600,5600, 36 months,10.65%,182.42,B,RENT,60000,16.36,685,689,Fully Paid
1298623,7500,7500, 36 months,9.91%,241.69,B,RENT,31200,12.35,705,709,Fully Paid
1294981,7000,7000, 36 months,11.71%,231.54,B,RENT,90000,12.19,695,699,Fully Paid
1298611,5400,5400, 36 months,7.90%,168.97,A,RENT,40000,10.89,720,724,Fully Paid
1298604,16000,16000, 36 months,12.42%,534.65,B,RENT,90000,13.67,720,724,Fully Paid
1285367,35000,27575, 60 months,12.42%,619.26,B,MORTGAGE,105000,16.53,740,744,Fully Paid
1298422,6000,6000, 60 months,7.90%,121.38,A,RENT,30084,1.68,795,799,Charged Off
1298401,4125,4125, 60 months,12.69%,93.21,B,MORTGAGE,36000,17.73,740,744,Fully Paid
1298584,9800,9800, 36 months,16.29%,345.95,D,RENT,67000,21.01,665,669,Fully Paid
1298397,15700,15700, 60 months,18.25%,400.82,D,MORTGAGE,63000,17.43,680,684,Fully Paid
1298574,5000,5000, 36 months,6.62%,153.52,A,RENT,276000,1.82,730,734,Fully Paid
1298274,9900,9900, 36 months,11.71%,327.46,B,RENT,26400,14.09,705,709,Fully Paid
1298394,4000,4000, 36 months,11.71%,132.31,B,RENT,24000,7.5,685,689,Fully Paid
1298391,15000,15000, 36 months,11.71%,496.14,B,MORTGAGE,68400,5.7,720,724,Fully Paid
1277556,6250,6250, 36 months,15.96%,219.61,C,RENT,29120,20.85,675,679,Fully Paid
1258545,6400,6400, 36 months,16.29%,225.93,D,RENT,29120,17.97,670,674,Fully Paid
1298549,8850,8850, 60 months,13.49%,203.6,C,MORTGAGE,89122,7.67,715,719,Fully Paid
1298378,12000,12000, 36 months,15.27%,417.58,C,MORTGAGE,54000,17.07,670,674,Fully Paid
1298518,15000,15000, 36 months,8.90%,476.3,A,MORTGAGE,30000,6.48,735,739,Fully Paid
1296478,6500,6500, 36 months,14.27%,223.01,C,MORTGAGE,30000,10.12,670,674,Fully Paid
1289361,8000,8000, 36 months,15.96%,281.1,C,RENT,50000,16.34,670,674,Fully Paid
1283533,30000,19825, 60 months,21.28%,539.47,F,MORTGAGE,92000,17.57,675,679,Fully Paid
1298326,15000,15000, 36 months,14.65%,517.42,C,MORTGAGE,100500,14.56,690,694,Fully Paid
1298320,10200,10200, 36 months,14.27%,349.96,C,RENT,40000,16.53,690,694,Fully Paid
1298287,9000,9000, 36 months,12.42%,300.74,B,MORTGAGE,47000,19.1,675,679,Fully Paid
1292126,6500,6500, 36 months,16.29%,229.46,D,MORTGAGE,68000,21.85,670,674,Fully Paid
1298261,23000,23000, 60 months,21.28%,625.86,F,MORTGAGE,95000,8.94,700,704,Fully Paid
1298262,2000,2000, 36 months,7.90%,62.59,A,RENT,39600,5.09,705,709,Fully Paid
1298080,8000,8000, 36 months,13.49%,271.45,C,OWN,30000,14.48,690,694,Fully Paid
1295580,8875,8875, 36 months,7.51%,276.11,A,RENT,30000,28.4,730,734,Fully Paid
1298041,1500,1500, 36 months,18.64%,54.72,E,RENT,17000,4.59,675,679,Charged Off
1298209,8000,8000, 36 months,12.42%,267.33,B,RENT,42000,20.26,700,704,Fully Paid
1265435,20000,16925, 60 months,14.65%,399.55,C,RENT,75000,16.51,730,734,Charged Off
1296243,6500,6500, 36 months,11.71%,215,B,RENT,42000,6.26,690,694,Fully Paid
1291568,9600,9600, 36 months,13.49%,325.74,C,MORTGAGE,27000,10.22,685,689,Fully Paid
1298184,25975,16475, 60 months,12.69%,372.25,B,MORTGAGE,130000,26.13,725,729,In Grace Period
1287372,10000,10000, 36 months,7.90%,312.91,A,MORTGAGE,46000,10.46,730,734,Fully Paid
1298006,15000,15000, 36 months,12.42%,501.23,B,MORTGAGE,80000,5.61,720,724,Fully Paid
1297995,9000,9000, 36 months,6.62%,276.34,A,MORTGAGE,45000,22.05,760,764,Fully Paid
1297994,10000,10000, 36 months,7.90%,312.91,A,RENT,72500,27.92,730,734,Fully Paid
1298164,1000,1000, 36 months,14.65%,34.5,C,RENT,18408,6,685,689,Charged Off
1298000,14000,14000, 36 months,7.90%,438.07,A,RENT,30000,15.2,720,724,Fully Paid
1298144,8500,8500, 36 months,14.27%,291.63,C,RENT,50000,8.5,685,689,Charged Off
1288418,15000,15000, 60 months,19.03%,389.36,E,RENT,75000,2.82,670,674,Fully Paid
1298139,4500,4500, 36 months,15.96%,158.12,C,MORTGAGE,65000,14.66,660,664,Fully Paid
1297966,3000,3000, 36 months,7.51%,93.34,A,MORTGAGE,65000,27.91,725,729,Fully Paid
1268159,10000,10000, 36 months,9.91%,322.25,B,MORTGAGE,120000,7.98,730,734,Fully Paid
1298118,21250,21250, 60 months,16.77%,525.5,D,MORTGAGE,42500,19.93,715,719,Fully Paid
1258841,33425,20675, 60 months,13.49%,475.63,C,MORTGAGE,75000,25.71,745,749,Charged Off
1288798,35000,35000, 60 months,19.42%,916.03,E,RENT,195000,11.72,700,704,Fully Paid
1298120,7200,7200, 36 months,15.27%,250.55,C,RENT,54990,20.95,680,684,Fully Paid
1297930,18000,18000, 60 months,11.71%,397.77,B,RENT,40000,18.18,735,739,Charged Off
1268179,23000,23000, 36 months,7.90%,719.68,A,MORTGAGE,137000,8.13,755,759,Fully Paid
1298122,20000,20000, 60 months,16.77%,494.59,D,RENT,60000,9.46,700,704,Charged Off
1296684,6000,6000, 60 months,17.58%,151,D,RENT,30120,15.54,670,674,Fully Paid
1296072,7000,7000, 36 months,8.90%,222.28,A,RENT,46000,7.9,715,719,Fully Paid
1296094,21000,21000, 36 months,12.69%,704.45,B,MORTGAGE,135000,8.52,705,709,Fully Paid
1296491,8250,8250, 36 months,7.51%,256.67,A,MORTGAGE,31500,17.87,755,759,Fully Paid
1296671,13000,13000, 36 months,9.91%,418.93,B,RENT,65000,8.82,705,709,Fully Paid
1296470,18000,18000, 36 months,6.62%,552.67,A,MORTGAGE,78000,6.35,790,794,Fully Paid
1296648,7200,7200, 36 months,6.03%,219.14,A,MORTGAGE,60000,2.54,790,794,Fully Paid
1296451,16500,16500, 36 months,8.90%,523.93,A,RENT,48000,13.1,720,724,Fully Paid
1273136,8125,8125, 36 months,7.90%,254.24,A,RENT,25000,24.34,730,734,Fully Paid
1296438,18800,18800, 36 months,7.51%,584.89,A,MORTGAGE,82000,13.76,765,769,Fully Paid
1296635,26800,26800, 36 months,19.03%,982.79,E,MORTGAGE,82000,21.59,710,714,Fully Paid
1296419,19200,19200, 36 months,7.90%,600.78,A,MORTGAGE,42000,19.66,730,734,Fully Paid
1294709,12875,8475, 60 months,17.58%,213.28,D,RENT,27600,18.7,695,699,Fully Paid
1293876,4000,4000, 36 months,12.42%,133.67,B,MORTGAGE,38000,19.64,690,694,Fully Paid
1282549,4000,4000, 36 months,16.29%,141.21,D,RENT,35000,9.22,665,669,Fully Paid
1296397,12000,12000, 36 months,9.91%,386.7,B,OWN,33000,18.8,715,719,Fully Paid
1296581,2625,2625, 36 months,11.71%,86.83,B,MORTGAGE,52800,14.52,690,694,Fully Paid
1296299,18000,18000, 60 months,13.49%,414.09,C,MORTGAGE,40900,13.7,720,724,Current
1294499,7000,7000, 36 months,9.91%,225.58,B,RENT,73882,11.45,695,699,Fully Paid
1294119,11300,11300, 36 months,12.69%,379.06,B,MORTGAGE,36000,16.33,690,694,Fully Paid
1296535,4000,4000, 36 months,9.91%,128.9,B,MORTGAGE,130000,10.05,720,724,Fully Paid
1296372,8000,8000, 36 months,6.03%,243.49,A,MORTGAGE,57200,4.72,790,794,Fully Paid
1296522,14400,14400, 36 months,18.25%,522.41,D,RENT,51871,7.82,660,664,Charged Off
1296554,4375,4375, 36 months,12.42%,146.2,B,OWN,15000,13.92,695,699,Fully Paid
1296543,4100,4100, 36 months,7.51%,127.56,A,MORTGAGE,70197,6.58,735,739,Fully Paid
1296352,6000,6000, 36 months,8.90%,190.52,A,RENT,47000,14.43,710,714,Fully Paid
1296355,4200,4200, 60 months,17.27%,105,D,RENT,43000,10.13,695,699,Charged Off
1296051,4000,4000, 36 months,6.62%,122.82,A,MORTGAGE,120000,3.89,760,764,Fully Paid
1296348,3000,3000, 36 months,10.65%,97.72,B,MORTGAGE,86004,13.37,705,709,Charged Off
1289131,5400,5400, 36 months,12.69%,181.15,B,MORTGAGE,75000,8.8,670,674,Fully Paid
1296342,15000,15000, 36 months,16.29%,529.51,D,RENT,110000,21.99,670,674,Charged Off
1294695,20000,20000, 60 months,18.64%,514.86,E,MORTGAGE,80000,23.47,685,689,Fully Paid
1272109,10400,10400, 36 months,12.69%,348.87,B,RENT,44000,19.91,710,714,Fully Paid
1296086,4500,4500, 60 months,17.58%,113.25,D,MORTGAGE,51600,22.63,685,689,Fully Paid
1296083,11500,11500, 36 months,12.42%,384.28,B,RENT,38500,13.06,690,694,Fully Paid
943135,10000,10000, 36 months,6.62%,307.04,A,RENT,75000,24.85,760,764,Fully Paid
1296087,18225,13450, 60 months,13.49%,309.42,C,MORTGAGE,37320,20.8,720,724,Fully Paid
1288586,3600,3600, 36 months,8.90%,114.32,A,RENT,55000,5.48,720,724,Fully Paid
1208718,18500,13250, 60 months,11.71%,292.81,B,RENT,100000,0.72,760,764,Fully Paid
1296075,16800,16800, 60 months,18.25%,428.9,D,MORTGAGE,70000,21.5,680,684,Fully Paid
1296259,10000,10000, 36 months,17.27%,357.88,D,RENT,68000,17.15,665,669,Charged Off
1296266,15000,15000, 36 months,18.25%,544.17,D,MORTGAGE,66000,8.49,660,664,Fully Paid
1288490,8000,8000, 36 months,11.71%,264.61,B,RENT,85000,10.22,705,709,Fully Paid
1295751,25000,17950, 60 months,16.77%,443.89,D,RENT,83004,13.66,715,719,Fully Paid
1288982,16000,16000, 36 months,7.90%,500.65,A,RENT,51000,24.66,730,734,Charged Off
1296245,8000,8000, 36 months,10.65%,260.59,B,RENT,55000,11.56,700,704,Fully Paid
1296244,7200,7200, 36 months,7.51%,224,A,MORTGAGE,47000,19.74,725,729,Fully Paid
1295527,12000,12000, 36 months,7.51%,373.33,A,RENT,86000,13.3,735,739,Fully Paid
1296012,2200,2200, 36 months,15.27%,76.56,C,OWN,48000,5.47,680,684,Charged Off
1295991,20000,20000, 60 months,12.69%,451.9,B,RENT,49000,17.78,725,729,Current
1292769,28000,28000, 60 months,12.42%,628.81,B,MORTGAGE,85000,15.87,755,759,Fully Paid
1257143,6000,6000, 36 months,7.51%,186.67,A,MORTGAGE,50000,23.86,745,749,Fully Paid
1296216,25000,25000, 60 months,19.42%,654.31,E,RENT,105000,21.13,680,684,Late (31-120 days)
1295979,8000,8000, 60 months,8.90%,165.68,A,RENT,51204,25.12,750,754,Charged Off
1295334,14400,14400, 36 months,15.27%,501.09,C,RENT,42996,0.98,725,729,Fully Paid
1294556,20000,13700, 60 months,19.03%,355.62,E,RENT,60000,18.06,695,699,Fully Paid
1296185,25000,19950, 60 months,14.27%,467,C,MORTGAGE,85000,13.41,725,729,Current
1295960,14050,14050, 36 months,8.90%,446.14,A,MORTGAGE,120000,2.21,735,739,Fully Paid
1296167,6000,6000, 36 months,13.49%,203.59,C,OWN,62691,3.16,675,679,Fully Paid
1296158,16100,16100, 60 months,11.71%,355.79,B,MORTGAGE,36000,27.8,725,729,Current
1295948,35000,23250, 60 months,20.30%,619.88,E,OWN,85000,16.39,685,689,Charged Off
1295942,10525,10525, 36 months,7.90%,329.33,A,RENT,49668,7.27,735,739,Fully Paid
1296138,7200,7200, 36 months,15.96%,252.99,C,RENT,30000,5.2,685,689,Fully Paid
1212630,18500,15775, 60 months,10.65%,340.24,B,OWN,40000,26.34,810,814,Fully Paid
1296115,12000,12000, 36 months,13.49%,407.17,C,MORTGAGE,40000,16.2,690,694,Fully Paid
1295626,12000,12000, 36 months,11.71%,396.92,B,MORTGAGE,100000,6.58,695,699,Fully Paid
1295786,3000,3000, 36 months,11.71%,99.23,B,RENT,56312,16.03,690,694,Fully Paid
1289523,9500,9500, 36 months,16.29%,335.36,D,RENT,54011,18.51,665,669,Fully Paid
1291803,19775,19775, 36 months,12.42%,660.79,B,RENT,49110.32,17.57,715,719,Fully Paid
1291351,12000,12000, 60 months,14.65%,283.28,C,RENT,75000,16.13,715,719,Charged Off
1294447,28000,28000, 60 months,14.27%,655.44,C,MORTGAGE,95000,9.46,735,739,Fully Paid
1284748,30000,30000, 36 months,12.42%,1002.46,B,RENT,80000,22.23,725,729,Fully Paid
1295599,16000,16000, 36 months,10.65%,521.18,B,MORTGAGE,55000,13.33,730,734,Fully Paid
1295743,14500,14500, 36 months,14.65%,500.17,C,RENT,90000,5.24,685,689,Fully Paid
1293888,11700,11700, 60 months,14.65%,276.2,C,RENT,68500,18.17,725,729,Fully Paid
1295731,4150,4150, 36 months,10.65%,135.18,B,RENT,100000,1.99,685,689,Fully Paid
1269948,15000,15000, 60 months,11.71%,331.48,B,MORTGAGE,72000,26.48,735,739,Current
1295491,24000,24000, 36 months,16.77%,852.93,D,RENT,70000,12.57,690,694,Fully Paid
1295567,21250,21250, 36 months,12.42%,710.08,B,RENT,37000,14.27,715,719,Charged Off
1295557,10000,10000, 36 months,14.27%,343.09,C,OWN,75000,13.46,680,684,Fully Paid
1295495,25000,25000, 60 months,18.25%,638.25,D,MORTGAGE,75000,10.58,690,694,Fully Paid
1295480,4000,4000, 36 months,15.96%,140.55,C,RENT,39000,21.91,665,669,Fully Paid
1295533,15000,15000, 36 months,11.71%,496.14,B,RENT,60000,8.86,705,709,Fully Paid
1295111,20000,20000, 60 months,13.49%,460.1,C,RENT,68000,9.09,715,719,Fully Paid
1295416,15000,15000, 60 months,17.58%,377.49,D,MORTGAGE,110000,12.36,695,699,Fully Paid
1295092,3600,3600, 36 months,15.96%,126.5,C,RENT,40000,12.78,680,684,Fully Paid
1295090,6000,6000, 60 months,19.03%,155.75,E,OWN,31000,20.13,675,679,Fully Paid
1295086,15000,15000, 36 months,15.27%,521.97,C,RENT,60000,10.72,680,684,Charged Off
1293329,12000,12000, 60 months,18.25%,306.36,D,RENT,43000,15.24,670,674,Fully Paid
1294683,12375,12375, 36 months,7.51%,385,A,RENT,42000,28.06,735,739,Fully Paid
1295405,4000,4000, 36 months,12.69%,134.18,B,RENT,30000,17.6,680,684,Charged Off
1295070,13000,13000, 36 months,10.65%,423.46,B,MORTGAGE,50000,20.11,705,709,Fully Paid
1293535,5000,5000, 36 months,6.62%,153.52,A,MORTGAGE,39396,8.16,755,759,Fully Paid
1265811,5000,5000, 36 months,15.96%,175.69,C,OWN,98000,19.63,660,664,Fully Paid
1295377,26000,26000, 36 months,11.71%,859.98,B,RENT,62500,16.55,745,749,Fully Paid
1295378,15000,15000, 60 months,18.64%,386.15,E,MORTGAGE,95000,17.97,685,689,Fully Paid
1295062,4000,4000, 60 months,19.91%,105.78,E,RENT,45000,15.2,700,704,Charged Off
1293809,8000,8000, 36 months,7.90%,250.33,A,RENT,32400,7.56,730,734,Fully Paid
1295380,1700,1700, 36 months,7.90%,53.2,A,MORTGAGE,37800,27,725,729,Charged Off
1295337,16000,16000, 36 months,9.91%,515.6,B,RENT,50000,15.1,725,729,Fully Paid
1291460,20000,20000, 60 months,9.91%,424.06,B,MORTGAGE,114996,11.19,775,779,Fully Paid
